subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Percussion Instruments,Question Papers of NET November 2017,Paper III,2,सरस्वती हृदयालंकार' ग्रंथ का दूसरा नाम :,भरतशास्त्र,भरतार्णव,भारतवेद,भरत भाष्यम,D,PER_ecd94280,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,3,पं. जगदेक-मल्ल द्वारा किस ग्रन्थ की रचना की गई है ?,मानसोल्लास,भरत भाष्यम,संगीत चूड़ामणि,संगीत सारामृत,C,PER_4781893f,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,4,अनिन्दो चटर्जी ने पं. ज्ञान प्रकाश घोष के अतिरिक्त अन्य किस गुरु से तबले की शिक्षा प्राप्त की है ?,उ. करामत खाँ,उ. आफ़ाक हुसैन,पं. शंकर घोष,पं. गुदई महाराज,B,PER_aded5fc8,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,5,अष्ट मंगल (11 मात्रा) ताल का दुगुन-चौगुन एक आवर्तन में कहाँ से प्रारम्भ होगी?,2 2 के पश्चात,22 के पश्चात,22के पश्चात 3,सम से,B,PER_f61165a2,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,6,पद्मश्री पुरस्कार से सम्मानित तबला वादक जो पूर्व में आकाशवाणी स्टाफ कलाकार भी रहे :,उ. अल्लारखा खाँ,उ. सफ़ात अहमद,उ. अहमद जान थिरकवा,पं. शाम्ता प्रसाद,A,PER_8bd724e2,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,7,निम्न में से कौन मुनीर खाँ के शिष्य नहीं है ?,उ. अहमद जान थिरकवा,उ. अमीर हुसैन खाँ,उ. निजामुद्दीन खाँ,उ. शमसुद्दीन खाँ,C,PER_6429481f,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET November 2017,Paper III,8,बल और पेंच किस रचना से संबंधित हैं?,पेशकार,टुकड़ा,गत,क़ायदा,D,PER_54dae43f,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,9,सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर बताइये : (कार्यक्रम)				(प्रदेश) (a) डोबरलेन म्युजिक कॉनफ़्रेन्स् 		(i) गुजरात (b) सवाई गंधर्व संगीत समारोह 		(ii) मध्य प्रदेश (c) तानसेन समारोह 			(iii) महाराष्ट्र (d) सप्तक फेस्टिवल 			(iv) पं. बंगाल कूट : (a) (b) (c) (d),(iv) (iii) (ii) (i),(iii) (iv) (i) (ii),(i) (ii) (iii) (iv),(ii) (i) (iv) (iii),A,PER_0462b396,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,10,पिङ्गलकृत 'छंदशास्त्र' कितने अध्यायों में लिखा गया है ?,छः,सात,आठ,नौ,C,PER_0d350fff,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,11,संगीत समयसार के किस अध्याय में तालों का विवेचन किया गया है ?,प्रथम अध्याय,चतुर्थ अध्याय,अष्टम अध्याय,द्वादश अध्याय,C,PER_70bfbffd,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,12,तिहाईयाँ एवं चक्करदारों का गणितीय विश्लेषण' के लेखक हैं :,डॉ. हेमन्त सचदेव,प्रो. जमुना प्रसाद पटेल,डॉ. गुलशन सक्सेना,डॉ. शोभा रानी कुदेशिया,A,PER_5fb8a1c0,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,13,उ. बक्शू खाँ के दामाद हैं :,हाजी विलायत अली,सलारी मियाँ,उ. इमाम बख्श,उ. मुन्ने खाँ,A,PER_c6ee0c4e,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,14,फरोदस्त ताल में कुल कितने विभाग हैं ?,पाँच,छह,सात,आठ,C,PER_604b7e8a,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,15,ब्रम्ह ताल में रूपक ताल एक आवर्तन में सम से सम तक बजाने पर कौन सी लयकारी होगी?,एकगुन,अधगुन,पावगुन,सवागुन,C,PER_82b06804,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,16,धमार ताल का बिआड़ एक आवर्तन में कहाँ से प्रारम्भ होगी ?,5 मात्रा बाद से,6 मात्रा बाद से,4 मात्रा बाद से,7 मात्रा बाद से,B,PER_221a62e5,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,17,पं. किशन महाराज को कालिदास सम्मान कब प्राप्त हुआ ?,1994 - 95,1996 - 97,1992 - 93,1991 - 92,B,PER_4009ab9d,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,18,किस परम्परा में ठेके को पेशकार कहने की परम्परा है ?,दाक्षिणात्य संगीत परम्परा,ओडिसी संगीत परम्परा,नाथद्वारा परम्परा,उत्तरांचल वेद परम्परा,C,PER_ce5fcf7f,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,19,सुमेलित कीजिये तथा कूट की सहायता से सही उत्तर बताइये : (स्थायीभाव) 	(रस) (a) रति 		(i) रौद्र (b) हास 	(ii) करुण (c) शोक 	(iii) हास्य (d) क्रोध 	(iv) श्रृंगार कूट : (a) (b) (c) (d),(iv) (iii) (ii) (i),(iii) (ii) (iv) (i),(iv) (iii) (i) (ii),(ii) (iii) (i) (iv),A,PER_761c2d21,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,20,फर्रूखाबाद घराने के किस कलाकार ने गीतांगी छंद में सर्वाधिक रचनायें की है ?,उ. अहमद जान थिरकवा,उ. शमसुद्दीन खाँ,उ. अमीर हुसैन खाँ,उ. करामत उल्ला खाँ,C,PER_2c11a595,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,21,सिंह भूपाल का समय है :,13 वीं शताब्दी,15 वीं शताब्दी,14 वीं शताब्दी,12 वीं शताब्दी,C,PER_ec4f691e,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,22,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूट की सहायता से सही उत्तर चुनें : अभिकथन (A) : मणिपुरी ताल पद्धति में ठेके को 'परिंग' कहते हैं जब कि असमिया संगीत में इन्हें 'गामान' कहते हैं। कारण (R) : परिंग (मणिपुरी) एक से अधिक आवर्तन के भी होते हैं। कूट :,(A) तथा (R) दोनों गलत हैं।,(A) सही तथा (R) गलत हैं।,(A) गलत तथा (R) सही है।,(A) और (R) दोनों सही हैं।,D,PER_05c17692,Assertion and Reason
Percussion Instruments,Question Papers of NET November 2017,Paper III,23,"बनारस घराने के तबला वादक जो अन्य घराने से भी शिक्षा प्राप्त किये, हैं :",पं. बुन्दी मिश्र,प. बीरु मिश्र,पं. बल्देव सहाय,पं. विश्वनाथ मिश्र,B,PER_e93a104b,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,24,प्रताप शिखर' ताल कितनी मात्राओं का है ?,9,11,13,17,C,PER_f911a0c8,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,25,सूर्यमणि ताल के रचनाकार हैं :,राजा छत्रपति सिंह,उ. अमिर हुसैन खाँ,पं. पन्नालाल उपाध्याय,पं. श्रीकांत मिश्र,A,PER_60a457e3,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,26,निम्नलिखित कर्नाटक तालों में से मात्राओं के उतरते क्रम के अनुसार कौन-सा सही हैं ?,"चतस्त्र जाति मठ्य, खण्ड जाति त्रिपुट, मिश्र जाति रूपक, तिस्त्र जाति ध्रुव","तिस्र जाति ध्रुव, मिश्र जाति रूपक, खण्ड जाति त्रिपुट, चतस्त्र जाति मठ्य","मिश्र जाति रूपक, खण्ड जाति त्रिपुट, चतस्त्र जाति मठ्य, तिस्त्र जाति ध्रुव","तिस्र जाति ध्रुव, चतस्त्र जाति मठ्य, खण्ड जाति त्रिपुट, मिश्र जाति रूपक",D,PER_89aa0a78,Sequence / Ordering
Percussion Instruments,Question Papers of NET November 2017,Paper III,27,मूल पेशकार में इस बोल का वादन नहीं होता :,तिट तिट,तिरकिट,घड़ाऽन्,क्डान,D,PER_e96f45d6,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET November 2017,Paper III,28,"उ. मसीत खाँ, उ. करामतुल्ला खाँ एवं उ. साबिर खाँ को क्रमशः संगीत नाटक अकादमी पुरस्कार मिला :","1972, 1977, 1999","1969, 1974, 2011","1971, 1975, 2013","1970, 1976, 2012",D,PER_a8bd2af5,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,29,सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर बताइये : (लेखक )  				( गुरु ) (a) पं. सुधीर माईणकर			(i) पं. लालजी श्रीवास्तव (b) पं. गिरीश चन्द्र श्रीवास्तव 		(ii) उ. मुन्ने खाँ (c) डॉ. योगमाया शुक्ला 			(iii) उ. हबीबुद्दीन खाँ (d) प्रो. सुधीर कुमार सक्सेना 		(iv) उ. इनाम अली कूट : (a) (b) (c) (d),(iv) (i) (ii) (iii),(ii) (i) (iii) (iv),(iii) (i) (iv) (ii),(iv) (i) (iii) (ii),A,PER_6984d0f5,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,30,छंद में 'यगण' का लघु-गुरु क्रम है :,515,IS S,SSI,1 1 2001,B,PER_e96a48fb,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,31,"""यस्तु तालम न जानाती न स गाता न वादका"" :",संगीत रत्नाकर,संगीत समयसार,नाट्यशास्त्र,वृहतदेशी,C,PER_415900d4,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,32,उ. निजामुद्दीन खाँ के पिता का नाम :,अज़ीम बख्श,हैदर बख्श,सिकन्दर बख्श,गुलाम बख्श,A,PER_d29119fe,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,33,पं. कुमार बोस के प्रथम गुरु हैं :,पं. शंकर घोष,पं. विश्वनाथ बोस,पं. ज्ञान प्रकाश घोष,पं. किशन महाराज,B,PER_c344186b,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,34,हुड्डुका वाद्य का अन्य नाम है :,इडिक्का,डिमडिमा,मार्दल,मन्दिलरा,A,PER_d8f61bdf,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,35,किस ताल में चतस्त्र जाति में सम से सम नौहक्का सम्भव नहीं है ?,रुद्र ताल,पंचम सवारी,लक्ष्मी ताल,झप ताल,C,PER_66bfd91a,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,36,वर्तमान में ताल रचना सिद्धांत के अनुसार खाली होना चाहिये :,प्रारंभ में,अंत में,मध्य में,उपरोक्त तीनों में,C,PER_6e5a2fe2,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,37,अभिनव ताल मंजरी का अनुवाद किया है :,डॉ. अनिल बिहारी ब्योवहार,डॉ. प्रेमलता शर्मा,डॉ. सुभद्रा चौधरी,डॉ. पुरु दाधीच,D,PER_1fe5da70,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,38,नादस्वरम् के साथ बजाया जाने वाला अवनद्ध वाद्य :,हुडक्का,तविल,दर्दुर,मड्डूक,B,PER_6493b842,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,39,सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर बताइये : (ग्रंथ) 			(स्थान) (a) ताल तोय निधि 	(i) हैदराबाद (b) मृदंग सागर		(ii) रायगढ़ (c) ताल प्रकाश 		(iii) मेवाड़ (d) अभिनव ताल मंजरी 	(iv) हाथरस कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (ii) (iii),(iii) (iv) (i) (ii),(ii) (iii) (iv) (i),D,PER_859715cf,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,40,सिम्पल क्वाड्रूपल टाइम को ही कहते हैं :,कॉमन टाइम,सिम्पल ट्रिलेट,कम्पाउन्ड टाइम,टाइम सिग्नेचर,A,PER_7363ddb4,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,41,अभिकथन (A) तथा कारण (R) को पढ़ें तथा नीचे दिये गये कूट के आधार पर सही उत्तर का चयन करें : अभिकथन (A) : खोल और खंजरी वाद्यों का ढाँचा मिट्टी का होता है। कारण (R) : खोल का ढाँचा दो हिस्सों में बनाकर फिर उसे जोड़ा जाता है। कूट :,(A) तथा (R) दोनों गलत हैं।,(A) गलत तथा (R) सही है।,(A) सही तथा (R) गलत है।,(A) और (R) दोनों सही हैं।,B,PER_0909d4b7,Assertion and Reason
Percussion Instruments,Question Papers of NET November 2017,Paper III,42,तबलावादन कला और शास्त्र' पुस्तक की प्रस्तावना लिखी है :,पं. सुरेश तलवलकर,पं. अरविन्द मुलगांवकर,पं. भाई गायतोण्डे,पं. सुधीर माईणकर,A,PER_bcbefafa,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,43,स्वामी पागलदास जी के गुरु हैं :,पं. सन्त शरण,पं. राम कृष्ण दास,बाबा ठाकुर दास,उपरोक्त सभी,D,PER_2e7b202d,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,44,डिमडिमा वाद्य का दूसरा नाम है :,डमरु,घन,मार्दल,तबूल,D,PER_479d9d5d,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,45,किसी ताल के एक आवर्तन में ठेका किन चार विभिन्न लयकारियों से पूरी होगी ?,"ठाह, दुगुन, तिगुन, आड़","दुगुन, चौगुन, छहगुन, बारहगुन","तिगुन, आड़, चौगुन, दुगुन","चौगुन, तिगुन, दुगुन, आड़",B,PER_dad711d5,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,46,किस राष्ट्रपति ने पं. किशन महाराज को पद्म विभूषण सम्मान प्रदान किया ?,श्री. के.आर. नारायण,डॉ. अब्दुल कलाम,श्रीमती प्रतिभा पाटील,डॉ. शंकर दयाल शर्मा,A,PER_7b9c2b29,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,47,काकू' के कितने भेद कहे गये हैं ?,6,7,5,8,A,PER_d2a5326f,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,48,निम्न में से किस कर्नाटकीय ताल का चिन्ह 100 है?,त्रिपुट,झम्प,ध्रुव,रूपक,A,PER_5df945ff,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,49,सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर बताइये : ( पुस्तक ) 				( भाषा) (a) तबला 				(i) हिन्दी (b) तबला ग्रंथ 				(ii) बांग्ला (c) तबलार कथा 				(iii) गुजराती (d) तबलानो इतिहास अने परंपरा 		(iv) मराठी कूट : (a) (b) (c) (d),(iv) (ii) (i) (iii),(iv) (i) (ii) (iii),(i) (iv) (iii) (ii),(iv) (ii) (iii) (i),B,PER_99b1f55f,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,50,भरत भाष्यम में कितने श्लोक हैं ?,5000,6000,7000,8000,C,PER_f4e4da4e,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,51,अभिकथन (A) तथा कारण (R) को पढ़ों और नीचे दिये गये कूट के सहायता से सही उत्तर चुनें : अभिकथन (A) : मोहम्मद इसहाक लिखित किताब 'रिसाला-ए-तबला नवाज़ी' पुस्तक बीसवीं शताब्दी के प्रारंभ में प्रकाशित हुई थी। कारण (R) : मोहम्मद इसहाक ने अमृत सेन से सितार की तालीम ली थी। कूट :,(A) सही (R) गलत है।,(A) गलत तथा (R) सही है।,(A) और (R) दोनों गलत हैं।,(A) और (R) दोनों सही हैं।,D,PER_d4dbfa36,Assertion and Reason
Percussion Instruments,Question Papers of NET November 2017,Paper III,52,"""फ़र्द"" किस घराने की मौलिक रचना है ?",लखनऊ,पंजाब,दिल्ली,अजराड़ा,A,PER_c3330ff7,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,53,त्रिताल को 'यवनकाल' में कहते हैं :,आदिताल,तीलवाड़ा ताल,बड़ी सवारी ताल,खमसा ताल,D,PER_ae9800be,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,54,बद्धी रहित अवनद्ध वाद्य है ?,खंजरी,नग़ाडा,खोल,ताशा,A,PER_4a0a4519,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,55,सुमेलित कीजिए तथा कूट की सहायता से सही संबंध बताइये : (a) हिन्दी 	(i) तब्ल (b) अरबी 	(ii) चिल्ला (c) फारसी 	(iii) आघात (d) संस्कृत 	(iv) उपज कूट : (a) (b) (c) (d),(iv) (ii) (iii) (i),(ii) (iv) (iii) (i),(i) (iii) (iv) (ii),(iv) (i) (ii) (iii),D,PER_d7b8c445,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,56,निम्नलिखित में से कौन-सा अवरोही क्रम सही है ?,"मणि, प्रतापशिखर, गजझम्पा, शिखर","मणि, गजझम्पा, प्रतापशिखर, शिखर","विष्णु, गजझम्पा, प्रतापशिखर, मणि","विष्णु, प्रतापशिखर, गजझम्पा, मणि",C,PER_d8bcf723,Sequence / Ordering
Percussion Instruments,Question Papers of NET November 2017,Paper III,57,तब्ल शब्द मूलतः अरबी भाषा का न होकर फारसी भाषा का शब्द है :,सही,गलत,संन्देहास्पद,इनमें से कोई नहीं,B,PER_6faa4995,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,58,संगीत' पत्रिका के संपादक हैं :,डॉ. मुकेश गर्ग,श्रीमती माधवी नानल,डॉ. सुधा पटवर्धन,डॉ. रविन्द्र नाथ बहोरे,A,PER_02cb17da,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,59,सुमेलित कीजिए तथा कूट की सहायता से सही उत्तर बताइये : (ताल ) 		(विभाग) (a) झंपक 	(i) 2 | 4 (b) षष्ठी 		(ii) 3 | 2 | 3 (c) रूपकडा 	(iii) 3 | 2 | 2 | 4 (d) एकादशी	 (iv) 3 | 2 कूट : (a) (b) (c) (d),(iii) (iv) (ii) (i),(ii) (iii) (iv) (i),(iv) (i) (ii) (iii),(iv) (ii) (i) (iii),C,PER_287083b0,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,60,संगीत मकरंद ग्रंथ के किस अध्याय में 86 तालों के नाम दिये गये हैं ?,तालाध्याय,वाद्याध्याय,नृत्याध्याय,इनमें से कोई नहीं,C,PER_dc3badaa,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,61,अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूटों की सहायता से सही उत्तर चुनें : अभिकथन (A) : सन् 1857 में प्रकाशित सरम-ए-इशरत में सबसे पहले ठेका शब्द का प्रयोग हुआ है। कारण (R) : सरम-ए-इशरत के लेखक सारिक अली खाँ हैं। कूट :,(A) और (R) दोनों गलत हैं।,(A) सही और (R) गलत है।,(A) गलत और (R) सही है।,(A) और (R) दोनों सही हैं।,D,PER_ef6bda18,Assertion and Reason
Percussion Instruments,Question Papers of NET November 2017,Paper III,62,पखावज एवं तबला के घराने एवं परंपराएँ' पुस्तक की प्रस्तावना (आमुख) लिखा है :,पं. ज्ञानप्रकाश घोष,ठाकुर जयदेव सिंह,पं. गिरीश चन्द्र श्रीवास्तव,पं. सुधीर माईणकर,B,PER_a2524977,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,63,निम्न में से कौन-सा ताल भिन्न है ?,रुद्र,कुम्भ,मणि,विक्रम,D,PER_f37bc3c0,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,64,प्राचीन अवनद्ध वाद्य है :,मंडिडक्का,कल्पतरु,कमाँयचा,क्षुद्रघंटिका,A,PER_d0b198e4,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,65,निम्नलिखित रविन्द्र संगीत के तालों में से मात्राओं के बढ़ते क्रम के अनुसार कौन-सा सही है ?,"झंपक, षष्ठी, रूपकडा, नवताल","नवताल, रूपकडा, षष्ठी, झंपक","नवताल, षष्ठी, रूपकडा, झंपक","झंपक, षष्ठी, नवताल, रूपकडा",A,PER_73e2e584,Sequence / Ordering
Percussion Instruments,Question Papers of NET November 2017,Paper III,66,छंद शास्त्र के सूत्र किसने लिखे हैं ?,महर्षि वशिष्ठ,वेदव्यास,महर्षि पिंगल,तुलसीदास,B,PER_1138f763,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,67,"""आघात से किए गए काल-विभाजन के समबद्ध वेग को लय कहते हैं।""",डॉ. आबान मिस्त्री,डॉ. योग माया शुक्ला,डॉ. अरूण कुमार सेन,पं. सुधीर माईणकर,D,PER_7b9d5782,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,68,तोटक' छंद के अक्षर काल किस उत्तर भारतीय ताल की मात्रा के समान है ?,गजझंपा,बड़ी सवारी,शिखर,लक्ष्मी,B,PER_cb340a09,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,69,सुमेलित कीजिये तथा कूट की सहायता से सही उत्तर बताइये : (कलाकार)		(आकाशवाणी) (a) उ. शेख दाउद     	(i) कलकत्ता (b) उ. आफ़ाक हुसैन   	(ii) हैदराबाद (c) उ. अल्ला रखा     	(iii) वाराणसी (d) पं. कुमार लाल     	(iv) दिल्ली कूट : (a) (b) (c) (d),(ii) (iv) (i) (iii),(i) (iii) (iv) (ii),(iv) (i) (ii) (iii),(ii) (i) (iv) (iii),D,PER_a59282eb,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper III,70,"एकल तबला वादन में बजने वाली रचनाएँ, मुख्य रूप से कितने वर्गों में विभाजित कर सकते हैं ?",पाँच,चार,तीन,दो,D,PER_b5b69fde,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,71,सर्वाधिक विस्तारशील रचना है :,रेला,पेशकार,क़ायदा,गत,B,PER_7b2fb2d6,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,72,यद्यपि यह एक स्वतंत्र रचना है किंतु क़ायदे के पल्टों में भी इसका उल्लेख है :,बल,पेंच,रेला,दोहरा,C,PER_cea4e353,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,73,तिरकिट और धिरधिर बोल युक्त द्रुत गति में बजाई जाने वाली विस्तारशील रचना :,फ़र्द,टुकड़ा,परन,रेला,D,PER_024d37e8,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper III,74,निम्न में से किस घराने में 'बांट' बजाने का अधिक प्रचलन है ?,दिल्ली,बनारस,अजराड़ा,फर्रूखाबाद,B,PER_673b456e,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,1,सन् 2017 में बिसमिल्लाह खाँ युवा पुरस्कार किस तबला वादक को मिला है ?,शुभ महाराज,यशवन्त वैष्णव,अभिषेक मिश्रा,सत्यजीत तलवलकर,B,PER_3e631d0b,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,2,नाट्यशास्त्र में ताल-विधान अध्याय है ?,28 वां,29 वां,30 वां,31 वां,D,PER_0ddd0f10,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,3,तीनताल में एकताल कौन-सी लयकारी है ?,सवागुन,पौनगुन की उल्टी,पौनगुन,दुगुन,C,PER_6ed6caaa,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,4,सुमेलित कीजिये और कूट की सहायता से सही उत्तर चुनिये - [गायक पिता व तबला वादक बेटा] गायक पिता 			तबलावादक बेटा (a) पं. छन्नूलाल मिश्र 		(i) श्री कुबेर नाथ मिश्र (b) पं. दिनकर कैकणी 	  	(ii) श्री श्यामल बोस (c) पं. अनाथ नाथ           		(iii) श्री योगेश सम्सी (d) पं. पशुपति नाथ मिश्र     	(iv) श्री रामकुमार मिश्र कूट : (a) (b) (c) (d),(i) (ii) (iii) (iv),(iv) (iii) (ii) (i),(iv) (ii) (i) (iii),(iii) (iv) (i) (ii),B,PER_b4936bbc,Match the List
Percussion Instruments,Question Papers of NET November 2017,Paper II,5,जयघण्टा' को लोक में कहते हैं :,जयताल,विलासा,झालरी,करताल,C,PER_bdd33ba5,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,6,उ.जहाँगीर खाँ का जन्म स्थान है :,वाराणसी,मेरठ,लखनऊ,मुरादाबाद,A,PER_bea9a5ba,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,7,जयपुर घराने की गायकी में प्रायः किस ताल का प्रयोग विलंबित लय में होता है ?,झूमरा ताल,तिलवाड़ा ताल,रूपक ताल,त्रिताल,D,PER_c509844e,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,8,ग्रह का समानार्थी शब्द है :,लय,काल,क्रिया,पाणि,D,PER_fbab7f76,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,9,कुम्भ ताल में कमाली चक्करदार का एक पल्ला कितने मात्रे होगा?,26 मात्रा,27 मात्रा,28 मात्रा,25 मात्रा,A,PER_72d021a5,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,10,निम्न में से किस ताल की एक आवर्तन में दो लय कारी पूरी की पूरी होगी :,आड़ - कुआड़,आड़ - बिआड़,आड़ - तिगुन,कुआड़ - चौगुन,C,PER_e5e587c3,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,11,निम्नलिखित में से कौन-सा लय वाद्य है ?,शंख,एकतारा,तानपूरा,स्वरमंडल,B,PER_81937909,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,12,संगीत राज ग्रंथ (रचयिता राणाकुम्भा) में कुल श्लोकों की संख्या :,4000,8000,12000,16000,D,PER_f4d76f23,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,13,"अभिकथन (A) तथा कारण (R) को पढ़ें और नीचे दिये गये कूट की सहायता से सही उत्तर चुनिये : अभिकथन (A) : हरीतकी, यवाकृति तथा गोपुच्छा यह विभिन्न मृदंग के आकार हैं। कारण (R) : यह वर्णन भरत ने नाट्यशास्त्र में किया है। कूट :",(A) व (R) दोनों सही।,(A) व (R) दोनों गलत।,(A) सही (R) गलत।,(A) गलत (R) सही।,A,PER_d78a7d3d,Assertion and Reason
Percussion Instruments,Question Papers of NET November 2017,Paper II,14,किस पखावज वादक ने चार भागों में तबला विषय पर पुस्तक लिखी है ?,पं. रामाशीष पाठक,पं. पन्नालाल उपाध्याय,पं. मन्नुजी मृदंगाचार्य,पं. अर्जुन शेजवाल,C,PER_932c5a2a,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,15,बेग़म अख़्तर के साथ अधिकाधिक तबला-संगतकरने वाले उ. मुन्ने खाँ किस घराने से हैं ?,फर्रूखाबाद,लखनऊ,बनारस,दिल्ली,A,PER_fb9a0802,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,16,ब्रम्ह ताल की तीसरी 'खाली' किस मात्रा पर है ?,17,19,21,23,A,PER_feac8062,Normal MCQ
Percussion Instruments,Question Papers of NET November 2017,Paper II,17,"""य माता राज भान सलगा"" का संबंध किससे है ?",प्रबंध,पद,अलंकार,छंद,D,PER_a6ee2c53,Normal MCQ
