subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Drama and theatre,Question Papers of NET July 2018,Paper II,98,निम्नलिखित रंगमंच संस्थाओं को उनकी भौगोलिक अवस्थिति के संदर्भ में उत्तर से दक्षिण की ओर के सही क्रम में व्यवस्थित कीजिये :,"द कंपनी, थियेटर एकैडमी, थियेटर यूनिट, दर्पण एकेडमी ऑफ परफॉर्मिंग आर्ट्स","द कम्पनी, दर्पण एकेडमी ऑफ परफॉर्मिंग आर्ट्स, थियेटर यूनिट, थियेटर एकैडमी","द कंपनी, थियेटर यूनिट, थियेटर एकैडमी, दर्पण एकैडमी ऑफ परफॉर्मिंग आर्ट्स","थियेटर यूनिट, थियेटर एकैडमी, द कंपनी, दर्पण एकेडमी ऑफ परफॉर्मिंग आर्ट्स",B,DRA_14097b5c,Sequence / Ordering
Drama and theatre,Question Papers of NET July 2018,Paper II,99,विषम को चुनिए :,स्कीने फ्रोन्स,स्कीने डक्टिलस,सिपारियम,स्कीन,D,DRA_8cf9310e,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET July 2018,Paper II,100,नाटक 'अमृत-मंथन' को किसमें वर्गीकृत किया जा सकता है ?,डिम,समवकार,नाटक,वीथी,B,DRA_d97b6d16,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,1,सूची - I के मदों को सूची - II के साथ सुमेलित करें। सूची - I (a) चाँदी का चम्मच (b) सुल्तान (c) सुनो जन्मेजय (d) नबाना सूची - II (i) महेश एलकुचवार (ii) बिजौन भट्टाचार्य (iii) हबीब तनवीर (iv) आद्य रंगाचार्य कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (ii) (iii),(ii) (iii) (iv) (i),(iii) (i) (iv) (ii),D,DRA_060d7e61,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,2,"अभिकथन (A) : दारियो फो की राजनैतिक प्रतिबद्धता और नाट्य संबंधी जरूरतें असहज रूप से साथ-साथ चलते है। जिसके फलस्वरूप वैचारिक अंतर्वस्तु तथा नाटकीय स्वरूप के बीच एक दरार पैदा होना है। कारण (R) : समकालीन थियेटर में कोई भी हास्य तथा निष्ठुर राजनैतिक टिप्पणी को अधिक प्रभावकारी रूप से एक साथ परिणीत नहीं करता, जितना इटालियन नाटककार, दारियों फो करते है। कूट :",(A) तथा (R) दोनों सही हैं,(A) तथा (R) दोनों गलत हैं,(A) सही है (R) गलत है,(A) गलत है (R) सही है,A,DRA_26ec0799,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,3,निम्नलिखित ग्रीक नाट्य लेखकों को सही क्रम में रखें :,"यूरिपीडीज़, सोफोक्लीस, एसकाइलस, मैनेनडर","मैनेनडर, सोफोक्लीस, यूरिपीडीज़, एसकाइलस","सोफोक्लीस, मैनेनडर, एसकाइलस, यूरिपीडीज़","एसकाइलस, सोफोक्लीस, यूरिपीडीज़, मैनेनडर",D,DRA_100e75bf,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,4,निम्नलिखित में से असंगत को चुने :,घोस्टस्,वेन वी डेड एवेकन,हेडा गेबलर,स्वान साँग,D,DRA_3505b557,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,5,"वह पहले पंजाबी नाट्य लेखक है, जिन्होंने पंजाबी थियेटर को विभिन्न प्रकार के प्रभाव ग्रहण करने के लिए सक्षम बनाया।",रविन्द्र रवि,बलवंत गार्गी,सी.डी. सिद्धू,गुरुशरण सिंह,B,DRA_72b149e5,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,6,सूची - I के मदों को सूची - II के साथ सुमेलित करें। सूची- I (a) हरी डोर (b) हानामीची (c) ऑर्केस्ट्रा (d) बेजिंग ओपेरा सूची - II (i) ग्रीक थियेटर (ii) काबुकी (iii) फेशियल मेक-अप (iv) नोह थियेटर कूट : (a) (b) (c) (d),(iv) (ii) (i) (iii),(i) (iii) (ii) (iv),(ii) (iv) (iii) (i),(iii) (i) (iv) (ii),A,DRA_2f86f774,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,7,"अभिकथन (A) : अक्सर सिनोग्राफर मंच पर, किसी खास स्थान पर या मंच सामग्री के द्वारा नाट्य प्रस्तुति के लिए रुचि उत्पन्न करते है। कारण (R) : जब चरित्र एक विशेष स्थान पर जाता है वह स्थान जीवित हो उठता है, तथा वह स्वयं को सामूहिक स्थान से अलग करके दर्शक का ध्यानकर्षण कर, खास बन जाता है। कूट :",(A) तथा (R) दोनों सही हैं।,(A) तथा (R) दोनों गलत हैं।,(A) सही है (R) गलत है।,(A) गलत है (R) सही है।,A,DRA_4b1a8ad0,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,8,निम्नलिखित थियेटर को उनके समय के अनुसार व्यवस्थित करें :,"ग्रीक थियेटर, इजिप्शियन थियेटर, रोमन थियेटर, ऐलिजाबेथ थियेटर","इजिप्शियन थियेटर, ग्रीक थियेटर, रोमन थियेटर, एलिजाबेथ थियेटर","रोमन थियेटर, इजिप्शियन थियेटर, ग्रीक थियेटर, एलिजाबेथ थियेटर","ऐलिजाबेथ थियेटर, इजिप्शियन थियेटर, ग्रीक थियेटर, रोमन थियेटर",B,DRA_c4d979af,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,9,विषम को चुनिए :,अशोक सागर भगत,डॉली अहलुवालिया,सुरेश भरद्वाज,वी. रामा मूर्ति,B,DRA_648dee23,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,10,रंगीन चक्र में पीला का संपूरक रंग है :,हरा रंग,बैंगनी रंग,लाल रंग,संतरा रंग,B,DRA_4a835e0c,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,11,सूची - I की मदों को सूची - II से सुमेलित करें। सूची - I (a) क्योगेन (b) नोह (c) काबुकी (d) बुनराकू सूची - II (i) क्लासिकल ड्रामा (ii) कॉमेडी प्ले (iii) पपेट थियेटर (iv) ट्रेडिशनल ड्रामा कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (ii) (i) (iii),(iii) (i) (ii) (iv),(ii) (i) (iv) (iii),D,DRA_6b1ff2d8,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,12,अभिकथन (A) : ब्रेख्त के अनुसार महाकाव्य का संबंध मानव व्यवहार से है जो परिवर्तन योग्य प्रतीत होते हैं और व्यक्ति स्वयं कुछ राजनीतिक और आर्थिक कारकों पर स्वतंत्र रूप में है और ठीक उसी समय पर उनको परिवर्तित करने की क्षमता रखते हैं। कारण (R) : आर्थिक और राजनीतिक कारक महाकाव्य के कथन को प्रभावित करते हैं। कूट :,दोनों (A) और (R) सही है।,दोनों (A) और (R) गलत है।,(A) सही (R) गलत है।,(A) गलत (R) सही है।,A,DRA_bc2986f2,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,13,सूची-I के मदों को सूची-II के साथ सुमेलित करें। सूची-I (a) सेम्यूल बेकेट (b) हेरोल्ड पिंटर (c) यूजीन आयोनेस्को (d) एडवर्ड अल्बी सूची-II (i) द बाल्ड प्राइमा डोना (ii) द अमेरिकन ड्रीम (iii) होमकमिंग (iv) हैपी डेज कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (iii) (i) (ii),(ii) (iii) (iv) (i),(iii) (ii) (i) (iv),B,DRA_a40d55ef,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,14,कौन सा नाटक सुरभि थियेटर के लिए बी.वी.कारंथ द्वारा निर्देशित नहीं है ?,भीष्म,माया बाजार,चंड़ी प्रिया,बस्ती देवता यादम्मा,B,DRA_a8382510,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,15,संगीत नाटक अकादमी के वर्तमान अध्यक्ष है :,लीला सैमसन,के.के. पनिक्कर,नीलम मानसिंह चौधरी,शेखर सेन,D,DRA_931b48c5,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,16,सूची - I की मदों को सूची - II से सुमेलित कीजिए : सूची- I (a) सुरेश दत्त (b) तापस सेन (c) खालेद चौधरी (d) देवशंकर हल्दर सूची - II (i) लाइट डिजाइनर (ii) सीनोग्राफर (iii) एक्टर (iv) पपेटीयर कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (ii) (iii),(ii) (iii) (iv) (i),(iii) (iv) (i) (ii),B,DRA_726af4e9,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,17,अभिकथन (A) : आधुनिक भारतीय रंगमंच का विकास प्राचीन भारतीय रंगमंच से प्रेरित होकर हुआ है। कारण (R) : भारतीय रंगकर्मी नाट्यशास्त्र से परिचित है। कूट :,दोनों (A) और (R) सही हैं।,दोनों (A) और (R) गलत हैं।,(A) सही (R) गलत हैं।,(A) गलत (R) सही हैं।,B,DRA_b9532cd6,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,18,निम्नलिखित तत्वों को क्रम के अनुसार व्यवस्थित करें।,"डिक्शन, प्लॉट, कैरेक्टर, थीम","कैरेक्टर, प्लॉट, थीम, डिक्शन","थीम, कैरेक्टर, प्लॉट, डिक्शन","प्लॉट, कैरेक्टर, थीम, डिक्शन",D,DRA_4a104840,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,19,विषम का पता लगाइए :,खोन,गैमेलॉन,नेटपो,तापेंग,B,DRA_28aee1a4,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,20,विदूषक सामान्य रूप होता है :,संस्कृत रंगमंच में,ग्रीक रंगमंच में,पूअर रंगमंच में,एबसर्ड रंगमंच में,A,DRA_895648f0,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,21,सूची - I के मदों को सूची - II से सुमेलित करें : सूची - I (a) अंधर यात्रा (b) रक्तबीज (c) जोकुमारस्वामी (d) फाइनल सोल्यूशंस सूची - II (i) शंकर शेष (ii) चन्द्रशेखर कंबर (iii) महेश दत्तानी (iv) जी.पी. देशपांडे कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (i) (iii),(ii) (iii) (iv) (i),(iii) (iv) (i) (ii),B,DRA_9fa0ebb1,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,22,अभिकथन (A) : यह टेनेसी विलियम्स हैं जिनका गहरा प्रभाव अमेरिकी रंगमंच पर था जो यौन संबंधी खुलापन और मौलिक काव्य तत्वों को लेकर आयी। कारण (R) : नाट्य विश्व में यौनिकता का आनंद और दर्द जैसे इसके विषय कभी नहीं रहे थे। कूट :,दोनों (A) और (R) सही हैं।,दोनों (A) और (R) गलत हैं।,(A) सही और (R) गलत है।,(A) गलत और (R) सही है।,C,DRA_87605899,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,23,मोहन राकेश के निम्नलिखित नाटकों का सही क्रम बताइए।,"लहरों का राजहंस, आधे-अधूरे, पैर तले की जमीन, अषाढ़ का एक दिन","आषाढ़ का एक दिन, लहरों का राजहंस, आधे-अधूरे, पैर तले की जमीन","पैर तले की जमीन, आधे-अधूरे, लहरों का राजहंस, अषाढ़ का एक दिन","आधे-अधूरे, लहरों का राजहंस, अषाढ़ का एक दिन, पैर तले की जमीन",B,DRA_c2be0a5a,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,24,विषम का पता लगाइए :,ब्लड़ वेडिंग,येरम,एज फाइव ईयर्स पास,द ब्लू बर्ड,D,DRA_4a223ebc,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,25,"""द थियेटर ऑफ एबर्ड"" किताब जो पहली बार प्लेज ऑफ द अबसर्ड को परिभाषित करती है, जो एक नामचीन आलोचक द्वारा लिखी गयी है :",इरिक बेन्टले,मार्टिन एस्सलिन,सेम्यूयल जॉनसन,फिलिप सिडनी,B,DRA_c6f92f04,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,26,सूची - I की मदों को सूची - II से सुमेलित करें : सूची - I (a) एस्ट्रेन्जमेंट (b) उबेर मैरियोनेट्टे (c) बेयर बोर्डस (d) ब्रेड़ एन्ड पपेट थियेटर सूची - II (i) गोर्डन क्रेग (ii) बर्टोल्ट ब्रेख्त (iii) पीटर सचमन (iv) जैक्स कोपिआ कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (ii) (i) (iii),(iii) (i) (ii) (iv),(ii) (i) (iv) (iii),D,DRA_e3ba145e,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,27,"अभिकथन (A) : जॉन लिटिलवुड़ कहती है कि वह निर्देशक, डिजायनर, एक्टर और यहाँ तक कि राइटर की सर्वोच्चता में विश्वास नहीं करती है। कारण (R) : उनके अनुसार उपरोक्त कथन में थियेटर दर्शकों का माध्यम है। कूट :",दोनों (A) और (R) सही हैं।,दोनों (A) और (R) गलत हैं।,(A) सही (R) गलत है।,(A) गलत (R) सही है।,C,DRA_08f7e403,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,28,निम्नलिखित घटनाओं को क्रम रूप में व्यवस्थित कीजिए।,"डिथीरैम्बिक साँग, ग्लैडियेटर फाइट, क्लर्गी ड्रामा, इन यार्ड थियेटर","ग्लैडियेटर फाइट, क्लर्गी ड्रामा, इन यार्ड थियेटर, डिथीरैम्बिक साँग","क्लर्गी ड्रामा, डिथीरैम्बिक साँग, ग्लैडियेटर फाइट, इन यार्ड थियेटर","इन यार्ड थियेटर, डिथीरैम्बिक साँग, ग्लैडियेटर फाइट, क्लर्गी ड्रामा",A,DRA_1f3dd4de,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,29,विषम का पता लगाइए :,श्रीराम लागू,नाना पाटेकर,नीलू फुले,रघुवीर यादव,D,DRA_559f088d,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,30,अभिकल्पना में विकर्ण रेखा प्रतिनिधित्व करती है :,शांति,अकेलापन,संघर्ष एवं तनाव,सौन्दर्य,C,DRA_3c501efa,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,31,सूची - I के मदों को सूची - II के मदों के साथ सुमेलित करें। सूची - I (a) लिविंग थियेटर (b) ग्रीक थियेटर (c) मॉस्को आर्ट थियेटर (d) टेट्रे लेब्राटोरियम सूची - II (i) सुडाकोव (ii) थेसपीस (iii) ग्रोटोवस्की (iv) जुलिअन बेक कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (ii) (i) (iii),(iii) (i) (ii) (iv),(ii) (i) (iv) (iii),B,DRA_7c386fb1,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,32,"अभिकथन (A) : भारतीय लेखन में नाटक ने यूरोपियन तथा ब्रिटिश महाकाव्यात्मक थियेटर के प्रभावकारी प्रवृत्ति तथा नवीनता को अपनाया है। कारण (R) : ब्रिटिश उपनिवेशी शासन के कारण, जनता ब्रिटिश शिक्षा व्यवस्था में शिक्षित हुई थी। कूट :",(A) तथा (R) दोनों सही हैं।,(A) तथा (R) दोनों गलत हैं।,"(A) सही है, (R) गलत है।","(A) गलत है, (R) सही है।",A,DRA_76da70a9,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,33,निम्नलिखित को कालानुक्रम में व्यवस्थित करें :,"अभिमन्यु, अधिरथ, अनिरुद्ध, अम्बा","अम्बा, अनिरुद्ध, अभिमन्यु, अधिरथ","अम्बा, अधिरथ, अभिमन्यु, अनिरुद्ध","अनिरुद्ध, अम्बा, अभिमन्यु, अधिरथ",C,DRA_228d3edb,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,34,निम्नलिखित में असंगत को चुने :,हत-बोई,फरा-राम,फरा-लक,बुनराकू,D,DRA_b5c4a5d9,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,35,"प्रसिद्ध अमेरिकन संगीतकार विकटर हरबर्ट ने 1894 में प्रिंस एनानिअस, इस स्टाइल में प्रस्तुत किया था :",कॉमिक ओपेरा,कॉमेडी ऑफ ऐरर,कॉमेडी ऑफ म्यूज़िकल प्ले,कॉमिक ड्रामा,A,DRA_3f38da5b,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,36,सूची - I के मदों को सूची - II से सुमेलित करें : सूची - I (a) थ्री वाइसेज ऑफ पोएट्री (b) कमेडी ऑफ ह्यूमर्स (c) ट्रैजिक एक्शन (d) द प्ले राइट एज थिंकर सूची - II (i) एरिक बेन्टले (ii) अरिस्टोटल (iii) बेन जॉनसन (iv) टी.एस. इलियट कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (iii) (ii) (i),(iii) (i) (ii) (iv),(ii) (i) (iv) (iii),B,DRA_19898cdf,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,37,अभिकथन (A) : संस्कृत नाट्यप्रकार में 'रूपक' पद पाश्चात्य नाट्यरूपों के पद 'ड्रामा' के समान है न कि नाटक के तौर पर जो आजकल प्रचलन में हैं। कारण (R) : नाटक को रूपक के तौर पर संस्कृत नाटकीय सिद्धान्त के अनुसार नहीं विचार किया जाता है।,दोनों (A) और (R) सही हैं।,दोनों (A) और (R) गलत हैं।,"(A) सही, (R) गलत है।","(A) गलत, (R) सही है।",D,DRA_b4f9c1d0,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,38,निम्नलिखित नाट्यकारों को सही क्रम में रखे।,"सोफोकल, शेक्सपीयर, सेनेका, शॉ, शिखर","सोफोकल, सेनेका, शेक्सपीयर, शिलर, शॉ","शेक्सपीयर, शिलर, शॉ, सेनेका, सोफोकल","शिलर, शेक्सपीयर, शॉ, सोफोकल, सेनेका",B,DRA_ea0f6dfd,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,39,विषम का पता लगाइए।,इंसाफ का घेरा,तीन पैशाच तमाशा,चोपड़ा कमाल नौकर जमाल,बरनाम वन,D,DRA_15b1b4fe,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,40,दुःखान्त नाटक की मुख्य आकृति में चरित्र की विशेषता जो कयामत का नेतृत्व करता है।,कैथरसिस,हमरशिया,ट्रैजिक आइरनी,ट्रैजोडिया,B,DRA_17cbe79a,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,41,सूची - I के मदों का सूची- II के मदों से मिलान करें : सूची - I (a) स्थानिक कला (स्पाटिअल आर्ट) (b) लौकिक कला (टेम्पोरल आर्ट) (c) कला का उद्देश्य (ऑब्जेक्टिव ऑफ आर्ट) (d) स्थानिक-लौकिक कला (स्पाटिओ-टेम्पोरल आर्ट) सूची - II (i) सेलेक्टिविटी (ii) थियेटर (iii) पेंटिंग्स (iv) म्यूज़िक कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (iii) (ii) (i),(iii) (i) (ii) (iv),(ii) (i) (iv) (iii),C,DRA_708e27bc,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,42,अभिकथन (A) : कला में रचना का संसार पूरी तरह दो अवयवों पर आश्रित होता है : संवेदनशीलता और कौशल। तर्क (R) : एक कलाकार सिर्फ अपनी संवेदनशीलता से रचना को जन्म दे सकता है। कूट :,(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,"(A) सही, पर (R) गलत हैं।","(A) गलत, पर (R) सही हैं।",C,DRA_74f66581,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,43,निम्नलिखित को क्रमानुसार लिखें :,"अरण्य काण्ड, बाल काण्ड, अयोध्या काण्ड, किष्किन्धा काण्ड","अयोध्या काण्ड, अरण्य काण्ड, किष्किन्धा काण्ड, बाल काण्ड","किष्किन्धा काण्ड, अरण्य काण्ड, अयोध्या काण्ड, बाल काण्ड","बाल काण्ड, अयोध्या काण्ड, अरण्य काण्ड, किष्किन्धा काण्ड",D,DRA_06fc2654,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,44,द प्रिंसपल ऑफ डिजाइन' में विषम का पता लगाइए।,कन्ट्रास्ट,डोमिनेशन,एक्टर-स्पेस रिलेशनशिप,एरिया ऑफ इंट्रेस्ट,C,DRA_fdfa041d,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,45,गोर्डन क्रेग है :,संगीत निर्देशक,सीनोग्राफर,कोरियोग्राफर,नर्तक,B,DRA_1956138e,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,46,"अभिकथन (A) : यह द्विभाजीकरण की स्थिति है कि 19 वीं सदी के अंतिम चतुर्थांश में हिन्दी थियेटर उत्तर भारत के हिंदी भाषी क्षेत्रों में उस प्रकार से थियेटर का पुनरुद्धार नहीं कर सका जैसा इसने महाराष्ट्र, गुजरात और बंगाल में किया। कारण (R) : ऐसा प्रतीत होता है कि उस क्षेत्र के लोग आनुष्ठानिक रामलीलाओं, रासलीलाओं और नौटंकी तथा स्वाँग जैसे लोक थियेटर से संतुष्ट थे। कूट :",(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,(A) सही है (R) गलत है।,(A) गलत है (R) सही है।,A,DRA_f7da7497,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,47,रस निष्पत्ति से संबंधित श्लोक में आए क्रम के अनुसार निम्नलिखित को व्यवस्थित कीजिए।,"विभाव, अनुभाव, व्यभिचारी (संचारी)","व्यभिचारी (संचारी), अनुभाव, विभाव","अनुभाव, विभाव, व्यभिचारी (संचारी)","विभाव, व्यभिचारी (संचारी), अनुभाव",A,DRA_360f0ce9,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,48,निम्नलिखित में से कौन सा विषम है ?,काबुकी,भागवत मेला,कृष्णाट्टम,थंगा - टा,A,DRA_a7e5727d,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,49,इंग्लैंड में जान गे के प्रदर्शन को निम्नलिखित में से किस नाम से जाना जाता है ?,पैंटोमाइम,दि म्यूजिकल बैले,दि बेगर्स ओपेरा,दि बेगर्स बैले,C,DRA_c8ab6ce6,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,50,सूची - I की मदों की सूची - II की मदों से सुमेलित कीजिए : सूची - I (a) जीन अनोइह (b) एलेक्जेंडर ड्यूमस (c) क्रिस्टोफर मार्लो (d) जे.बी. प्रिस्टले सूची - II (i) टाइम ऐंड दि कनवेज (ii) टाम्बरलेन (iii) हेनरी III ऐंड हिज कोर्ट (iv) बेकेट कूट : (a) (b) (c) (d),(iv) (iii) (ii) (i),(i) (iii) (ii) (iv),(iii) (iv) (i) (ii),(ii) (i) (iv) (iii),A,DRA_ba2dd623,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,51,सूची - I को सूची - II की मदों से सुमेलित करें। सूची - I (a) इरविन पिस्केटर (b) मेई लानफान्ग (c) किम यु-जिन (d) डॉरोथी जोर्डन सूची - II (i) चाईनीज़ (ii) जर्मन (iii) इंग्लैन्ड (iv) कोरियन कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (iii) (ii),(iii) (iv) (i) (ii),(ii) (i) (iv) (iii),D,DRA_352c1bc8,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,52,अभिकथन (A) : पिछले शतक से बंगला रंगमंच आम भारतीय से संबंधित सामाजिक एवं समसामयिक समस्याओं को सशक्त रूप से उजागर करता रहा है। कारण (R) : बंगाली लोग रंगमंचीय कला से अधिक राजनीति में रुचि रखते हैं। कूट :,दोनों (A) और (R) सही हैं।,दोनों (A) और (R) गलत हैं।,(A) सही (R) गलत है।,(A) गलत (R) सही है।,C,DRA_3dd1b06a,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,53,निम्नलिखित रंगमंच का सही क्रम बताईए।,"मॉडर्न थिएटर, रिचुआलिस्टिक थिएटर, फॉक थिएटर, क्लासिकल थिएटर","फॉक थिएटर, क्लासिकल थिएटर, मॉडर्न थिएटर, रिचुआलिस्टिक थिएटर","क्लासिकल थिएटर, फॉक थिएटर, मॉडर्न थिएटर, रिचुआलिस्टिक थिएटर","रिचुआलिस्टिक थिएटर, फॉक थिएटर, क्लासिकल थिएटर, मॉडर्न थिएटर",D,DRA_89790451,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,54,विषम को चुनिए :,सोमेश्वर चक्रवर्ती,पद्माधार चलिया,गिरीशचन्द्र घोष,देवेन्द्र तालुकदार,C,DRA_bb077aee,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,55,इन्टरनेशनल इन्स्टिट्यूट ऑफ थिएटर अन्थ्रोपोलोजी की स्थापना किसने की ?,रिचर्ड शेश्नर,युजिनो बारबा,ऑगस्तो बॉल,पीटर ब्रूक,B,DRA_39b06323,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,56,सूची - I को सूची - II की मदों से सुमेलित करें। सूची - I (a) ऑब्जेक्टिव ड्रामा (b) ऑन एक्टिंग एन्ड नॉन-एक्टिंग (c) कल्चर इज़ द बोडी (d) हॉल परफॉर्मन्स सिक्वन्स सूची - II (i) रिचर्ड शेश्नर (ii) तडाशी सुज़ुकी (iii) जर्ज़ी ग्रोटोव्स्की (iv) मिशेल किरबी कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (iii) (ii),(iii) (iv) (ii) (i),(ii) (i) (iv) (iii),C,DRA_d641fe40,Match the List
Drama and theatre,Question Papers of NET June 2015,Paper III,57,अभिकथन (A) : कभी कभी यह कहा जाता है कि वाग्नर की संगीत संबंधी अवधारणा समय समय पर उनके जीवन के दौरान बदलती रही है। कारण (R) : उनके समय का दर्शक अधिक रूढ़िवादी था जिसके कारण वह उनके कार्यों को समझ नहीं पाया। कूट :,(A) और (R) दोनों सही हैं।,(A) और (R) दोनों गलत हैं।,(A) सही (R) गलत है।,(A) गलत (R) सही है।,B,DRA_009652b3,Assertion and Reason
Drama and theatre,Question Papers of NET June 2015,Paper III,58,निम्नलिखित क्षेत्रीय रंगमंच का सही क्रम उनके प्रादुर्भाव के संदर्भ में बताईए।,"आसामीज़ थिएटर, पंजाबी थिएटर, कन्नड थिएटर, मराठी थिएटर","मराठी थिएटर, कन्नड थिएटर, पंजाबी थिएटर, आसामीज़ थिएटर","पंजाबी थिएटर, आसामीज़ थिएटर, मराठी थिएटर, कन्नड थिएटर","कन्नड थिएटर, मराठी थिएटर, आसामीज़ थिएटर, पंजाबी थिएटर",B,DRA_5d1bc2f7,Sequence / Ordering
Drama and theatre,Question Papers of NET June 2015,Paper III,59,विषम को चुनिए :,ज़ियामी,स्टानिस्लावस्की,ब्रेख्त,ईब्सन,D,DRA_6930c2c0,Identify the Incorrect Statement
Drama and theatre,Question Papers of NET June 2015,Paper III,60,इंग्लैंड में किस समय के दौरान रंगमंच असक्रिय रहा ?,1699 - 1719,1642 - 1660,1742 - 1761,1801- 1819,B,DRA_a6bd156b,Normal MCQ
Drama and theatre,Question Papers of NET June 2015,Paper III,61,कूट की मदद से सूची - I और सूची - II के सही जोड़े बताएँ। सूची - I (a) शरणार्थी समस्या को चित्रित करने वाला नाटक (b) मानव जनित अकाल को चित्रित करने वाला नाटक (c) सांप्रदायिकता को चित्रित करने वाला नाटक (d) राजनीतिक आंदोलनों को चित्रित करने वाला नाटक सूची - II (i) नबान्न (ii) नक्सल आंदोलन (iii) कबीरा खड़ा बाजार में (iv) उद्धवस्त धर्मशाला कूट : (a) (b) (c) (d),(i) (iv) (iii) (ii),(iv) (i) (iii) (ii),(iii) (iv) (ii) (i),(ii) (i) (iv) (iii),B,DRA_311d32df,Match the List
